"Año","Origen","U_Destino","Cantidad"
"1958","U. Pontificia bolivariana","New york U.","1"
"1958","U. De los andes","U. Of illinois at urbana-champaign","2"
"1958","U. De los andes","U. Of notre dame","3"
"1958","U. Nal. De Col.","Rensselaer polytechnic institute","4"
"1958","U. Nal. De Col.","Rice U.","5"
"1959","U. Pontificia bolivariana","Southern methodist U.","6"
"1959","U. De los andes","U. Of illinois at urbana-champaign","7"
"1959","U. De los andes","U. Of illinois at urbana-champaign","8"
"1960","U. Javeriana","Harvard U.","9"
"1960","U. Nal. De Col.","Central washington U.","10"
"1960","U. Industrial de std","U. Of tulsa","11"
"1960","U. Nal. De Col.","Cornell U.","12"
"1960","U. Del atlantico","Bowdoin college","13"
"1961","U. De los andes","Michigan state U.","14"
"1961","U. Nal. De Col.","Michigan state U.","15"
"1961","U. De los andes","Michigan state U.","16"
"1961","U. Nal. De Col.","Baylor U.","17"
"1961","U. Javeriana","Georgetown U.","18"
"1961","U. Pedagogica nal.","Saint louis U.-main campus","19"
"1961","U. Del atlantico","Otterbein U.","20"
"1961","U. Del atlantico","Pennsylvania state U.","21"
"1961","Instituto caro y cuervo","U. Of rochester","22"
"1961","Instituto caro y cuervo","U. Of rochester","23"
"1962","U. Javeriana","Harvard U.","24"
"1962","U. Nal. De Col.","U. Of colorado","25"
"1962","U. Industrial de std","Ohio state U.","26"
"1962","U. Javeriana","Stanford U.","27"
"1962","U. Pedagogica nal.","U. Of california - los angeles","28"
"1962","U. Del atlantico","U. Of california, berkeley","29"
"1962","U. Javeriana","Michigan state U.","30"
"1963","U. De cartagena","Southern methodist U.","31"
"1963","U. Nal. De Col.","Western michigan U.","32"
"1963","U. Nal. De Col.","Johns hopkins U.","33"
"1963","U. De los andes","U. Of illinois at urbana-champaign","34"
"1963","U. Del cauca","Stanford U.","35"
"1963","U. De los andes","Massachusetts institute of technology","36"
"1963","U. Industrial de std","Massachusetts institute of technology","37"
"1963","U. Pedagogica nal.","Saint louis U.-main campus","38"
"1963","Colegio mayor de nuestra señora del rosario","Harvard U.","39"
"1963","U. Nal. De Col.","U. Of wisconsin - madison","40"
"1963","U. De los andes","U. Of oregon","41"
"1964","U. Del valle","Iowa state U.","42"
"1964","U. Javeriana","Northwestern U.","43"
"1964","U. Nal. De Col.","U. Of california - los angeles","44"
"1964","U. Nal. De Col.","U. Of california - los angeles","45"
"1964","U. De nariño","U. Of georgia","46"
"1964","U. De caldas","U. Of rochester","47"
"1964","U. Nal. De Col.","Johns hopkins U.","48"
"1964","U. De cartagena","Columbia U. In the city of new york","49"
"1964","U. Javeriana","Southern methodist U.","50"
"1964","U. Javeriana","U. Of wisconsin - madison","51"
"1964","U. Pedagogica nal.","U. Of michigan - ann arbor","52"
"1964","U. Nal. De Col.","Cornell U.","53"
"1964","U. Javeriana","Massachusetts institute of technology","54"
"1964","U. Javeriana","Indiana U. Bloomington","55"
"1964","U. Javeriana","U. Of oklahoma","56"
"1964","U. De antioquia","Georgetown U.","57"
"1965","U. De los andes","U. Of kansas","58"
"1965","U. Pedagogica nal.","Syracuse U.","59"
"1965","U. Javeriana","Princeton U.","60"
"1965","U. Nal. De Col.","New york U.","61"
"1965","Colegio mayor de nuestra señora del rosario","Southern methodist U.","62"
"1965","U. Nal. De Col.","Yale U.","63"
"1965","U. Javeriana","U. Of illinois at urbana-champaign","64"
"1965","U. Nal. De Col.","U. Of illinois at urbana-champaign","65"
"1965","U. De cartagena","Purdue U.","66"
"1965","U. Del cauca","U. Of california - los angeles","67"
"1965","U. De los andes","U. Of new mexico","68"
"1965","U. Nal. De Col.","Georgia institute of technology - main campus","69"
"1965","U. De los andes","Stanford U.","70"
"1965","U. Pedagogica y tecnologica de Col. - uptc","U. Of miami","71"
"1965","U. De los andes","Stanford U.","72"
"1965","U. De antioquia","Oklahoma state U.","73"
"1965","U. Nal. De Col.","U. Of miami","74"
"1965","U. Pedagogica nal.","U. Of florida","75"
"1965","U. Nal. De Col.","Indiana U. Bloomington","76"
"1965","U. Pedagogica nal.","Washington U. In st louis","77"
"1965","U. Nal. De Col.","U. Of cincinnati","78"
"1966","U. De caldas","Claremont graduate U.","79"
"1966","U. Javeriana","Vanderbilt U.","80"
"1966","U. De los andes","Michigan state U.","81"
"1966","U. Del atlantico","U. Of texas at austin","82"
"1966","U. Nal. De Col.","Colorado state U.","83"
"1966","Fundacion U. De bogota - jorge tadeo lozano","Louisiana state U. And a&m college","84"
"1966","U. De los andes","Colorado state U.","85"
"1966","U. Del atlantico","U. Of kansas","86"
"1966","U. Del valle","U. Of wisconsin - madison","87"
"1966","U. Pedagogica nal.","Iowa state U.","88"
"1966","U. Pontificia bolivariana","Fordham U.","89"
"1967","U. De caldas","Arizona state U.","90"
"1967","U. De los andes","Yale U.","91"
"1967","U. Nal. De Col.","Illinois institute of technology","92"
"1967","U. Nal. De Col.","Kansas state U.","93"
"1967","U. De los andes","Iowa state U.","94"
"1967","U. Del valle","Montana state U. - bozeman","95"
"1967","U. De los andes","U. Of illinois at urbana-champaign","96"
"1967","U. De los andes","U. Of north dakota","97"
"1967","U. De los andes","U. Of california - los angeles","98"
"1967","U. Del valle","Illinois institute of technology","99"
"1967","U. Javeriana","U. Of arizona","100"
"1967","U. De los andes","Illinois institute of technology","101"
"1967","U. Pontificia bolivariana","Columbia U. In the city of new york","102"
"1968","U. Javeriana","U. Of wisconsin - milwaukee","103"
"1968","U. Pedagogica nal.","Kansas state U.","104"
"1968","U. Javeriana","Texas a&m U.","105"
"1968","U. Nal. De Col.","U. Of california - los angeles","106"
"1968","U. Nal. De Col.","U. Of illinois at urbana-champaign","107"
"1968","U. De los andes","Rensselaer polytechnic institute","108"
"1968","Escuela naval de cadetes almirante padilla","Stevens institute of technology","109"
"1968","U. Nal. De Col.","Rensselaer polytechnic institute","110"
"1968","U. Pedagogica y tecnologica de Col. - uptc","U. Of puerto rico","111"
"1968","U. Nal. De Col.","Rutgers, the state U. Of new jersey","112"
"1969","U. Del valle","Stanford U.","113"
"1969","Colegio mayor de nuestra señora del rosario","Southern methodist U.","114"
"1969","U. Nal. De Col.","New york U.","115"
"1969","U. Javeriana","Stanford U.","116"
"1969","U. Javeriana","Michigan state U.","117"
"1969","U. De antioquia","Colorado state U.","118"
"1969","U. Nal. De Col.","U. Of south florida","119"
"1969","Instituto ibac","U. Of north carolina at chapel hill","120"
"1970","U. De roma","Tufts U.","121"
"1970","U. Nal. De Col.","U. Of pennsylvania","122"
"1970","U. Industrial de std","Tufts U.","123"
"1970","U. De los andes","U. Of texas at austin","124"
"1970","U. Nal. De Col.","U. Of iowa","125"
"1971","U. Pedagogica y tecnologica de Col. - uptc","U. Of new mexico","126"
"1971","Colegio mayor de nuestra señora del rosario","Suny at albany","127"
"1971","U. Javeriana","Wichita state U.","128"
"1971","U. Del valle","Georgia state U.","129"
"1971","U. De los andes","Georgia institute of technology - main campus","130"
"1971","U. De los andes","Georgia state U.","131"
"1971","U. Industrial de std","Kansas state U.","132"
"1971","U. Del valle","Montana state U. - bozeman","133"
"1971","U. De los andes","Harvard U.","134"
"1972","U. Eafit-","U. Of south carolina - columbia","135"
"1972","U. Pedagogica y tecnologica de Col. - uptc","New york U.","136"
"1972","U. De los andes","Kansas state U.","137"
"1972","U. De los andes","U. Of oregon","138"
"1972","U. Del atlantico","U. Of texas at austin","139"
"1972","U. Javeriana","Cornell U.","140"
"1972","Colegio mayor de nuestra señora del rosario","U. Of texas at austin","141"
"1972","U. Nal. De Col.","Western michigan U.","142"
"1972","U. Javeriana","Indiana U. Bloomington","143"
"1972","U. Javeriana","Georgia institute of technology - main campus","144"
"1972","U. Javeriana","Stanford U.","145"
"1972","U. De los andes","U. Of massachusetts amherst","146"
"1972","U. De los andes","Stanford U.","147"
"1972","U. De los andes","U. Of southern california","148"
"1972","U. De los andes","Indiana U. Bloomington","149"
"1972","U. Nal. De Col.","Boston U.","150"
"1972","U. Industrial de std","Northeastern U.","151"
"1972","U. Nal. De Col.","Massachusetts institute of technology","152"
"1972","U. De antioquia","Unknown","153"
"1972","U. De los andes","Indiana U. Bloomington","154"
"1972","U. De antioquia","Indiana U. Bloomington","155"
"1972","U. De antioquia","Indiana U. Bloomington","156"
"1972","U. Pedagogica nal.","U. Of iowa","157"
"1973","U. De los andes","Princeton U.","158"
"1973","U. De los andes","Southern illinois U. Carbondale","159"
"1973","U. De los andes","Suny at buffalo","160"
"1973","U. Javeriana","Stanford U.","161"
"1973","U. Javeriana","Ohio state U.","162"
"1973","U. Javeriana","Southwestern legal foundation","163"
"1973","U. Pedagogica nal.","U. Of iowa","164"
"1973","U. Javeriana","Georgetown U.","165"
"1973","U. Javeriana","Columbia U. In the city of new york","166"
"1973","U. Pedagogica nal.","Oklahoma state U.","167"
"1973","U. Javeriana","Georgia institute of technology - main campus","168"
"1973","U. Nal. De Col.","U. Of arizona","169"
"1973","U. De los andes","U. Of minnesota - twin cities","170"
"1973","U. De los andes","U. Of massachusetts amherst","171"
"1973","U. De los andes","Stanford U.","172"
"1973","U. Del valle","U. Of pittsburgh - main campus","173"
"1973","U. De los andes","Indiana U. Bloomington","174"
"1974","U. De los andes","Massachusetts institute of technology","175"
"1974","U. Del atlantico","Harvard U.","176"
"1974","U. Pedagogica y tecnologica de Col. - uptc","U. Of miami","177"
"1974","U. De los andes","Harvard U.","178"
"1974","U. De los andes","Harvard U.","179"
"1974","U. De los andes","Harvard U.","180"
"1974","U. Javeriana","U. Of wisconsin - milwaukee","181"
"1974","U. Pedagogica y tecnologica de Col. - uptc","Northern illinois U.","182"
"1974","U. Pedagogica y tecnologica de Col. - uptc","Portland state U.","183"
"1974","U. Nal. De Col.","Temple U.","184"
"1974","U. Nal. De Col.","Clemson U.","185"
"1974","U. Nal. De Col.","Stevens institute of technology","186"
"1974","U. Nal. De Col.","U. Of michigan - ann arbor","187"
"1974","U. Nal. De Col.","U. Of pittsburgh - main campus","188"
"1974","U. De cartagena","U. Of michigan - ann arbor","189"
"1974","U. De los andes","Massachusetts institute of technology","190"
"1974","U. Nal. De Col.","Purdue U.","191"
"1974","U. Del cauca","U. Of vermont","192"
"1974","U. De los andes","Ohio state U.","193"
"1974","U. Javeriana","U. Of wisconsin - madison","194"
"1974","U. Distrital-francisco jose de caldas","U. Of the pacific","195"
"1974","U. Industrial de std","U. Of houston","196"
"1974","U. De los andes","Georgia institute of technology - main campus","197"
"1974","U. De los andes","Unknown","198"
"1974","U. De los andes","U. Of wisconsin - madison","199"
"1974","U. Del atlantico","U. Of iowa","200"
"1974","U. Del valle","U. Of kansas","201"
"1974","U. Nal. De Col.","U. Of cincinnati","202"
"1974","U. Javeriana","U. Of akron","203"
"1974","U. Nal. De Col.","U. Of rochester","204"
"1974","U. Nal. De Col.","Harvard U.","205"
"1974","U. De los andes","Michigan state U.","206"
"1975","U. De los andes","Harvard U.","207"
"1975","U. Nal. De Col.","Southern illinois U. Carbondale","208"
"1975","U. Javeriana","Syracuse U.","209"
"1975","U. De antioquia","U. Of new mexico","210"
"1975","U. Nal. De Col.","Clemson U.","211"
"1975","U. De los andes","Ohio U. - main campus","212"
"1975","U. De los andes","Stanford U.","213"
"1975","U. De los andes","Washington U. In st louis","214"
"1975","U. De los andes","Ohio U. - main campus","215"
"1975","U. De los andes","The new school","216"
"1975","U. De los andes","U. Of vermont","217"
"1975","U. Nal. De Col.","Southern illinois U. Carbondale","218"
"1975","U. De los andes","U. Of florida","219"
"1975","U. Nal. De Col.","U. Of cincinnati","220"
"1975","U. Javeriana","U. Of louisville","221"
"1976","U. De los andes","Harvard U.","222"
"1976","U. Eafit-","Stanford U.","223"
"1976","U. Del norte","Indiana U. Bloomington","224"
"1976","U. De los andes","Massachusetts institute of technology","225"
"1976","U. Javeriana","U. Of california, berkeley","226"
"1976","U. De los andes","Columbia U. In the city of new york","227"
"1976","U. De los andes","Purdue U.","228"
"1976","Fundacion U. De bogota - jorge tadeo lozano","Ohio U. - main campus","229"
"1976","U. De los andes","Stanford U.","230"
"1976","U. Javeriana","Columbia U. In the city of new york","231"
"1976","U. Nal. De Col.","Temple U.","232"
"1976","U. Nal. De Col.","Temple U.","233"
"1976","U. De los andes","U. Of louisville","234"
"1976","U. De los andes","U. Of pittsburgh - main campus","235"
"1976","U. Nal. De Col.","Massachusetts institute of technology","236"
"1976","U. Nal. De Col.","U. Of louisville","237"
"1976","U. De los andes","Rensselaer polytechnic institute","238"
"1976","U. Nal. De Col.","Ohio U. - main campus","239"
"1976","U. Del valle","Suny at buffalo","240"
"1976","U. Pontificia bolivariana","U. Of michigan - ann arbor","241"
"1976","U. De los andes","Carnegie mellon U.","242"
"1976","U. De los andes","Columbia U. In the city of new york","243"
"1976","U. Industrial de std","Ohio U. - main campus","244"
"1976","U. De los andes","Ohio U. - main campus","245"
"1976","U. Nal. De Col.","Manhattan college","246"
"1976","U. Industrial de std","U. Of california - los angeles","247"
"1976","U. De antioquia","Georgetown U.","248"
"1976","U. Libre","U. Of pittsburgh - main campus","249"
"1976","U. Nal. De Col.","Tulane U.","250"
"1976","U. Javeriana","Lehigh U.","251"
"1976","U. Nal. De Col.","Duke U.","252"
"1976","U. De los andes","Rutgers, the state U. Of new jersey","253"
"1976","U. Javeriana","U. Of louisville","254"
"1976","U. Nal. De Col.","Oregon state U.","255"
"1976","U. Nal. De Col.","Suny college of environmental science and forestry","256"
"1976","U. Pedagogica y tecnologica de Col. - uptc","U. Of northern iowa","257"
"1977","U. De los andes","Harvard U.","258"
"1977","U. Del norte","U. Of south carolina - columbia","259"
"1977","U. Nal. De Col.","Cornell U.","260"
"1977","U. De cordoba","North dakota state U. - main campus","261"
"1977","U. Del valle","U. Of miami","262"
"1977","U. De los andes","Boston U.","263"
"1977","U. De los andes","Johns hopkins U.","264"
"1977","U. De los andes","Ohio U. - main campus","265"
"1977","U. Nal. De Col.","San diego state U.","266"
"1977","U. Nal. De Col.","Harvard U.","267"
"1977","Colegio mayor de nuestra señora del rosario","Southern methodist U.","268"
"1977","Colegio mayor de nuestra señora del rosario","U. Of illinois at urbana-champaign","269"
"1977","U. De los andes","Harvard U.","270"
"1977","U. Javeriana","Unknown","271"
"1977","U. De los andes","The new school","272"
"1977","U. De los andes","U. Of wisconsin - madison","273"
"1977","U. De cartagena","Ohio U. - main campus","274"
"1977","U. Del valle","Purdue U.","275"
"1977","U. De los andes","U. Of south carolina - columbia","276"
"1977","U. Pedagogica nal.","Temple U.","277"
"1977","U. Javeriana","U. Of california, berkeley","278"
"1977","U. Industrial de std","Vanderbilt U.","279"
"1977","U. Nal. De Col.","Duke U.","280"
"1977","U. Nal. De Col.","U. Of illinois at urbana-champaign","281"
"1977","U. De los andes","Rensselaer polytechnic institute","282"
"1977","U. De los andes","U. Of houston","283"
"1977","U. Industrial de std","Rensselaer polytechnic institute","284"
"1977","U. Industrial de std","Rensselaer polytechnic institute","285"
"1977","U. Del cauca","Case western reserve U.","286"
"1977","U. Distrital-francisco jose de caldas","The U. Of tennessee - knoxville","287"
"1977","U. De los andes","U. Of south carolina - columbia","288"
"1977","U. Del norte","Rutgers, the state U. Of new jersey","289"
"1977","U. Industrial de std","Lehigh U.","290"
"1977","U. De pamplona","Ball state U.","291"
"1977","U. Del atlantico","U. Of louisville","292"
"1977","U. Nal. De Col.","U. Of cincinnati","293"
"1977","U. De los andes","U. Of rochester","294"
"1977","U. Javeriana","Michigan state U.","295"
"1977","U. De los andes","U. Of southern california","296"
"1977","U. Nal. De Col.","U. Of wyoming","297"
"1977","U. De los andes","U. Of south carolina - columbia","298"
"1978","U. Javeriana","U. Of pennsylvania","299"
"1978","U. Javeriana","Virginia polytechnic institute and state U.","300"
"1978","U. De los andes","Baylor college of medicine","301"
"1978","U. De los andes","Wake forest U.","302"
"1978","U. Del valle","Duke U.","303"
"1978","U. Del valle","U. Of california, riverside","304"
"1978","U. De los andes","U. Of missouri - columbia","305"
"1978","U. De los andes","Indiana U. Bloomington","306"
"1978","Fundacion U. De bogota - jorge tadeo lozano","U. Of south carolina - columbia","307"
"1978","U. Javeriana","Suny stony brook","308"
"1978","Colegio mayor de nuestra señora del rosario","Yale U.","309"
"1978","U. De los andes","U. Of pennsylvania","310"
"1978","Colegio mayor de nuestra señora del rosario","The U. Of texas at dallas","311"
"1978","U. Distrital-francisco jose de caldas","Syracuse U.","312"
"1978","U. Javeriana","Harvard U.","313"
"1978","U. Javeriana","Harvard U.","314"
"1978","London U.","Harvard U.","315"
"1978","U. De los andes","The new school","316"
"1978","U. Nal. De Col.","U. Of georgia","317"
"1978","U. Del valle","U. Of california, berkeley","318"
"1978","U. De los andes","Stanford U.","319"
"1978","U. Javeriana","Georgia institute of technology - main campus","320"
"1978","U. Javeriana","Suny at buffalo","321"
"1978","U. De los andes","Rensselaer polytechnic institute","322"
"1978","U. De los andes","Rensselaer polytechnic institute","323"
"1978","U. Industrial de std","U. Of florida","324"
"1978","U. Javeriana","Vanderbilt U.","325"
"1978","U. Del cauca","Suny stony brook","326"
"1978","U. De los andes","U. Of michigan - ann arbor","327"
"1978","U. Distrital-francisco jose de caldas","U. Of southern california","328"
"1978","U. Nal. De Col.","U. Of missouri - columbia","329"
"1978","U. De los andes","U. Of michigan - ann arbor","330"
"1978","U. Incca de Col.","U. Of toledo","331"
"1978","U. De los andes","U. Of pittsburgh - main campus","332"
"1978","Fundacion U. De bogota - jorge tadeo lozano","U. Of oregon","333"
"1978","U. Libre","U. Of kansas","334"
"1978","U. De los andes","U. Of houston","335"
"1978","U. De los andes","U. Of michigan - ann arbor","336"
"1978","U. Pedagogica nal.","The U. Of montana","337"
"1978","U. Pedagogica y tecnologica de Col. - uptc","Boston college","338"
"1978","U. Tecnologica del choco-diego luis cordoba","Washington state U.","339"
"1978","U. Nal. De Col.","Yeshiva U.","340"
"1978","U. Nal. De Col.","Suny college of environmental science and forestry","341"
"1978","U. Del tolima","Clemson U.","342"
"1979","U. De los andes","New york U.","343"
"1979","U. De los andes","U. Of pennsylvania","344"
"1979","Colegio mayor de nuestra señora del rosario","Suny stony brook","345"
"1979","U. Nal. De Col.","U. Of pennsylvania","346"
"1979","U. Nal. De Col.","Adelphi U.","347"
"1979","U. Javeriana","U. Of arizona","348"
"1979","Fundacion U. De bogota - jorge tadeo lozano","Texas a&m U.","349"
"1979","U. De madrid","Harvard U.","350"
"1979","U. Del tolima","Marquette U.","351"
"1979","Colegio mayor de nuestra señora del rosario","Southwestern legal foundation","352"
"1979","U. Nal. De Col.","Washington U. In st louis","353"
"1979","U. De san buenaventura","New york U.","354"
"1979","Fundacion U. De bogota - jorge tadeo lozano","Suny at buffalo","355"
"1979","U. De antioquia","U. Of new hampshire","356"
"1979","U. De pamplona","Miami U.","357"
"1979","U. Del valle","Columbia U. In the city of new york","358"
"1979","U. Pedagogica nal.","Radford U.","359"
"1979","Colegio mayor de nuestra señora del rosario","Suny stony brook","360"
"1979","U. Pedagogica nal.","Pennsylvania state U.","361"
"1979","U. Nal. De Col.","Ohio state U.","362"
"1979","U. De antioquia","U. Of minnesota - ","363"
"1979","U. De cartagena","Washington state U.","364"
"1979","U. Nal. De Col.","U. Of wisconsin - madison","365"
"1979","U. Pedagogica nal.","Pennsylvania state U.","366"
"1979","U. Nal. De Col.","U. Of utah","367"
"1979","U. De nariño","U. Of hawaii at manoa","368"
"1979","U. Del tolima","Southern illinois U. Carbondale","369"
"1979","U. Javeriana","Case western reserve U.","370"
"1979","U. Javeriana","Washington U. In st louis","371"
"1979","U. De los andes","U. Of pittsburgh - main campus","372"
"1979","U. Industrial de std","U. Of south carolina - columbia","373"
"1979","U. Nal. De Col.","Massachusetts institute of technology","374"
"1979","U. Nal. De Col.","Purdue U.","375"
"1979","U. Nal. De Col.","Rensselaer polytechnic institute","376"
"1979","U. Javeriana","U. Of pittsburgh - main campus","377"
"1979","U. Nal. De Col.","U. Of louisville","378"
"1979","U. Santo tomas","U. Of florida","379"
"1979","U. Distrital-francisco jose de caldas","U. Of connecticut","380"
"1979","U. Javeriana","Syracuse U.","381"
"1979","U. Distrital-francisco jose de caldas","Purdue U.","382"
"1979","U. Javeriana","U. Of louisville","383"
"1979","U. De los andes","Harvard U.","384"
"1979","U. De los andes","U. Of pittsburgh - main campus","385"
"1979","U. Del valle","Lehigh U.","386"
"1979","U. Pontificia bolivariana","Stanford U.","387"
"1979","U. Nal. De Col.","U. Of minnesota - twin cities","388"
"1979","U. De antioquia","U. Of wisconsin - madison","389"
"1979","U. Nal. De Col.","U. Of arizona","390"
"1979","U. Nal. De Col.","U. Of kentucky","391"
"1979","U. Del valle","Case western reserve U.","392"
"1979","U. Pedagogica nal.","Ball state U.","393"
"1979","U. De los andes","Cornell U.","394"
"1979","U. Nal. De Col.","Southern illinois U. Carbondale","395"
"1979","U. Nal. De Col.","U. Of kansas","396"
"1979","U. De nariño","U. Of new hampshire","397"
"1979","U. Del atlantico","U. Of kansas","398"
"1979","U. Del atlantico","U. Of kansas","399"
"1979","U. Javeriana","Columbia U. In the city of new york","400"
"1979","U. Santiago de cali","Suny at albany","401"
"1979","U. De antioquia","Suny stony brook","402"
"1979","U. Del valle","U. Of maryland - college park","403"
"1979","U. Pedagogica nal.","Temple U.","404"
"1979","U. Javeriana","Suny stony brook","405"
"1979","U. Nal. De Col.","U.n.j.","406"
"1979","U. Pontificia bolivariana","Suny stony brook","407"
"1979","U. Pontificia bolivariana","U. Of illinois at urbana-champaign","408"
"1979","Colegio mayor de nuestra señora del rosario","U. Of texas at austin","409"
"1980","U. Javeriana","U. Of pennsylvania","410"
"1980","Colegio de estudios superiores de administracion-cesa-","U. Of south carolina - columbia","411"
"1980","U. Nal de Col.","Ohio state U.","412"
"1980","U. Nal de Col.","Washington U. In st louis","413"
"1980","U. Del valle","The new school","414"
"1980","U. Nal de Col.","Pratt institute","415"
"1980","Fundacion U. De bogota - jorge tadeo lozano","Louisiana state U. And a&m college","416"
"1980","U. De los andes","U. Of minnesota - twin cities","417"
"1980","Fundacion U. De bogota - jorge tadeo lozano","U. Of rhode island","418"
"1980","Fundacion U. De bogota - jorge tadeo lozano","U. Of rhode island","419"
"1980","U. De los andes","U. Of florida","420"
"1980","Colegio mayor de nuestra señora del rosario","U. Of virginia","421"
"1980","U. De los andes","Temple U.","422"
"1980","U. Nal de Col.","Suny at binghamton","423"
"1980","U. Nal de Col.","Suny at buffalo","424"
"1980","U. De los andes","U. Of pennsylvania","425"
"1980","U. Del atlantico","Centre college","426"
"1980","U. De los andes","U. Of pittsburgh - main campus","427"
"1980","U. De caldas","Southern illinois U. Carbondale","428"
"1980","U. Nal de Col.","Virginia polytechnic institute and state U.","429"
"1980","U. Nal de Col.","Southern illinois U. Carbondale","430"
"1980","U. Del valle","Iowa state U.","431"
"1980","U. Javeriana","Suny at buffalo","432"
"1980","U. De los andes","Suny at buffalo","433"
"1980","U. Nal de Col.","U. Of texas at austin","434"
"1980","U. Del valle","U. Of louisville","435"
"1980","U. De cartagena","U. Of massachusetts amherst","436"
"1980","U. Nal de Col.","U. Of illinois at urbana-champaign","437"
"1980","U. Javeriana","Syracuse U.","438"
"1980","U. De los andes","Suny stony brook","439"
"1980","U. Nal de Col.","Suny at buffalo","440"
"1980","U. Industrial de std","Rensselaer polytechnic institute","441"
"1980","U. Javeriana","U. Of south carolina - columbia","442"
"1980","U. Javeriana","U. Of south carolina - columbia","443"
"1980","U. De los andes","Northeastern U.","444"
"1980","U. Nal de Col.","Temple U.","445"
"1980","U. Nal de Col.","U. Of texas at austin","446"
"1980","U. Nal de Col.","Rensselaer polytechnic institute","447"
"1980","U. Del atlantico","Iowa state U.","448"
"1980","U. De antioquia","U. Of pittsburgh - main campus","449"
"1980","U. De los andes","U. Of kansas","450"
"1980","U. De nariño","U. Of pittsburgh - main campus","451"
"1980","U. Del atlantico","Southern illinois U. Carbondale","452"
"1980","U. De nariño","Southern illinois U. Carbondale","453"
"1980","U. Pedagogica nal","Virginia polytechnic institute and state U.","454"
"1980","U. Externado de Col.","U. Of new haven","455"
"1980","U. Nal de Col.","U. Of kansas","456"
"1980","U. Del atlantico","U. Of oregon","457"
"1980","U. Nal de Col.","Ohio U. - main campus","458"
"1980","U. Nal de Col.","U. Of cincinnati","459"
"1980","U. Nal de Col.","U. Of toledo","460"
"1980","U. De los andes","U. Of connecticut","461"
"1980","U. Del valle","Washington state U.","462"
"1980","U. Javeriana","Ball state U.","463"
"1980","U. De los andes","Harvard U.","464"
"1980","U. De los andes","Syracuse U.","465"
"1980","U. De los andes","U. Of virginia","466"
"1980","U. Del norte","The new school","467"
"1980","U. Nal de Col.","U. Of toledo","468"
"1980","U. De antioquia","Suny at buffalo","469"
"1980","U. De antioquia","Lehigh U.","470"
"1980","U. Nal de Col.","North dakota state U. - main campus","471"
"1981","U. Del valle","Northern illinois U.","472"
"1981","U. Eafit-","Suny stony brook","473"
"1981","U. De nariño","Oregon state U.","474"
"1981","U. Javeriana","Ohio state U.","475"
"1981","U. De los andes","Virginia polytechnic institute and state U.","476"
"1981","Fundacion U. De bogota - jorge tadeo lozano","Oregon state U.","477"
"1981","U. Pedagogica y tecnologica de Col. - uptc","Ball state U.","478"
"1981","U. Del quindio","U. Of pittsburgh - main campus","479"
"1981","U. Javeriana","Suny stony brook","480"
"1981","U. Pedagogica nal","U. Of kansas","481"
"1981","U. Del valle","Suny stony brook","482"
"1981","U. Nal de Col.","Indiana U. Bloomington","483"
"1981","U. Javeriana","Suny stony brook","484"
"1981","U. De los andes","U. Of massachusetts amherst","485"
"1981","Escuela Col. de ingenieria julio garavito","Rensselaer polytechnic institute","486"
"1981","Escuela Col. de ingenieria julio garavito","Suny at buffalo","487"
"1981","Escuela Col. de ingenieria julio garavito","Vanderbilt U.","488"
"1981","U. Del cauca","Rensselaer polytechnic institute","489"
"1981","Escuela Col. de ingenieria julio garavito","Virginia polytechnic institute and state U.","490"
"1981","U. De los andes","U. Of southern california","491"
"1981","U. Industrial de std","The U. Of texas at arlington","492"
"1981","U. Javeriana","Syracuse U.","493"
"1981","U. Javeriana","U. Of cincinnati","494"
"1981","U. De antioquia","Suny at buffalo","495"
"1981","U. Javeriana","Suny stony brook","496"
"1981","U. Javeriana","Suny stony brook","497"
"1981","U. Javeriana","U. Of rhode island","498"
"1981","U. Javeriana","Suny stony brook","499"
"1981","U. Incca de Col.","Northeastern U.","500"
"1981","U. Nal de Col.","Stevens institute of technology","501"
"1981","U. Nal de Col.","U. Of kentucky","502"
"1981","U. Nal de Col.","Ball state U.","503"
"1981","U. Nal de Col.","U. Of utah","504"
"1981","U. De pamplona","Southern illinois U. Carbondale","505"
"1981","U. Del quindio","Washington U. In st louis","506"
"1981","U. De nariño","Ohio U. - main campus","507"
"1981","U. Del valle","Ohio U. - main campus","508"
"1981","U. De los andes","U. Of illinois at urbana-champaign","509"
"1981","U. De los andes","U. Of california, san francisco","510"
"1981","U. Nal de Col.","School of the art institute of chicago","511"
"1981","U. Javeriana","Suny stony brook","512"
"1981","U. Javeriana","Suny stony brook","513"
"1981","U. Del norte","The new school","514"
"1981","U. Industrial de std","Washington U. In st louis","515"
"1982","Fundacion U. De bogota - jorge tadeo lozano","Northwest missouri state U.","516"
"1982","Colegio mayor de nuestra señora del rosario","Suny stony brook","517"
"1982","U. De los andes","Anthropology film center","518"
"1982","Medical college of wisconsin","Lesley U.","519"
"1982","U. De los andes","American U.","520"
"1982","U. Del valle","U. Of south carolina - columbia","521"
"1982","U. Del valle","U. Of wyoming","522"
"1982","U. Pedagogica nal","U. Of connecticut","523"
"1982","Colegio mayor de nuestra señora del rosario","Suny stony brook","524"
"1982","U. De antioquia","U. Of minnesota - twin cities","525"
"1982","U. De los andes","U. Of illinois at urbana-champaign","526"
"1982","U. De antioquia","U. Of illinois at chicago","527"
